drug	drug_name	indication	indication_name
DB00223	DIFLORASONE	C0011616	contact dermatitis
DB00223	DIFLORASONE	C0036508	seborrheic dermatitis
DB00223	DIFLORASONE	C0011615	Dermatitis, Atopic
DB00223	DIFLORASONE	C0015456	Facial Dermatoses
DB00226	guanadrel	C0020538	Hypertensive disease
DB00227	lovastatin	C0020473	hyperlipidemia
DB00227	lovastatin	C0020443	hypercholesterolemia
DB00227	lovastatin	C0473527	Hypoalphalipoproteinemias
DB00227	lovastatin	C0020474	Hyperlipidemia, Familial Combined
DB00227	lovastatin	C0020557	hypertriglyceridemia
DB00227	lovastatin	C0003850	arteriosclerosis
DB00227	lovastatin	C0020476	Hyperlipoproteinemias
DB00227	lovastatin	C0010068	coronary heart disease
DB00227	lovastatin	C0027051	Myocardial Infarction
DB00230	pregabalin	C0032768	postherpetic neuralgia
DB00230	pregabalin	C0014544	epilepsy
DB00230	pregabalin	C0031117	peripheral neuropathy
DB00230	pregabalin	C0036572	seizures
DB00231	Temazepam	C0917801	Sleeplessness
DB00231	Temazepam	C0021603	Sleep Initiation And Maintenance Disorders
DB00232	methyclothiazide	C0020538	Hypertensive disease
DB00232	methyclothiazide	C0013604	edema
DB00232	methyclothiazide	C0018802	congestive heart failure
DB00232	methyclothiazide	C0027726	nephrotic syndrome
DB00233	aminosalicylate	C0041296	tuberculosis
DB00233	aminosalicylate	C0010346	Crohn's disease
DB00233	aminosalicylate	C0021390	inflammatory bowel disease
DB00233	aminosalicylate	C0009324	ulcerative colitis
DB00234	reboxetine	C1269683	Major Depressive Disorder
DB00235	milrinone	C0018802	congestive heart failure
DB00237	butabarbital	C0013428	Dysuria
DB00237	butabarbital	C0917801	Sleeplessness
DB00237	butabarbital	C0021603	Sleep Initiation And Maintenance Disorders
DB00240	ALCLOMETASONE	C0011616	contact dermatitis
DB00240	ALCLOMETASONE	C0015230	Exanthema
DB00240	ALCLOMETASONE	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00240	ALCLOMETASONE	C0011615	Dermatitis, Atopic
DB00240	ALCLOMETASONE	C0036508	seborrheic dermatitis
DB00240	ALCLOMETASONE	C0024138	Lupus Erythematosus, Discoid
DB00240	ALCLOMETASONE	C0011603	dermatitis
DB00240	ALCLOMETASONE	C0015456	Facial Dermatoses
DB00241	butalbital	C0149931	Migraine Disorders
DB00241	butalbital	C0018681	headache
DB00242	cladribine	C0023443	hairy cell leukemia
DB00242	cladribine	C0002871	anemia
DB00242	cladribine	C0023434	chronic lymphocytic leukemia (CLL)
DB00242	cladribine	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00242	cladribine	C0024305	non-Hodgkin lymphoma (NHL)
DB00242	cladribine	C0026769	multiple sclerosis
DB00243	ranolazine	C0002962	angina pectoris
DB00244	mesalazine	C0009324	ulcerative colitis
DB00244	mesalazine	C0014356	Enterocolitis
DB00244	mesalazine	C0021390	inflammatory bowel disease
DB00245	Benzatropine	C0015371	Extrapyramidal Disorders
DB00245	Benzatropine	C0030567	Parkinson's Disease
DB00245	Benzatropine	C0242422	Parkinsonian Disorders
DB00245	Benzatropine	C0013384	Dyskinetic Syndrome
DB00246	ziprasidone	C0036341	schizophrenia
DB00246	ziprasidone	C0005586	bipolar disorder
DB00248	cabergoline	C0020514	hyperprolactinemia
DB00248	cabergoline	C0030567	Parkinson's Disease
DB00248	cabergoline	C0032000	Pituitary Adenoma
DB00248	cabergoline	C0242422	Parkinsonian Disorders
DB00248	cabergoline	C0033375	Prolactinoma
DB00248	cabergoline	C0013384	Dyskinetic Syndrome
DB00250	dapsone	C0702166	Acne
DB00252	phenytoin	C0038220	status epilepticus
DB00252	phenytoin	C0014544	epilepsy
DB00252	phenytoin	C0494475	Tonic - clonic seizures
DB00252	phenytoin	C0238111	Lennox-Gastaut Syndrome
DB00252	phenytoin	C0014549	Tonic-Clonic Epilepsy
DB00252	phenytoin	C0234974	Simple Partial Seizures
DB00252	phenytoin	C0149958	Complex Partial Seizures
DB00252	phenytoin	C0014556	Epilepsy, Temporal Lobe
DB00252	phenytoin	C0036572	seizures
DB00253	medrysone	C0035854	rosacea
DB00253	medrysone	C0022073	Iridocyclitis
DB00253	medrysone	C0042164	Uveitis
DB00253	medrysone	C0010043	Corneal Ulcer
DB00253	medrysone	C0014583	episcleritis
DB00253	medrysone	C0013182	Drug Allergy
DB00253	medrysone	C0009763	conjunctivitis
DB00254	doxycycline	C0037199	sinusitis
DB00254	doxycycline	C0035585	Rickettsia Infections
DB00254	doxycycline	C0008149	Chlamydia Infections
DB00254	doxycycline	C0032227	Pleural Effusion Disorder
DB00254	doxycycline	C0702166	Acne
DB00254	doxycycline	C0031099	periodontitis
DB00261	anagrelide	C0040028	Thrombocythemia, Essential
DB00261	anagrelide	C0027022	Myeloproliferative Disease
DB00261	anagrelide	C0836924	Thrombocytosis
DB00261	anagrelide	C0040053	thrombosis
DB00261	anagrelide	C0032463	polycythemia vera
DB00262	carmustine	C0026764	multiple myeloma
DB00262	carmustine	C0019829	Hodgkin's lymphoma
DB00262	carmustine	C0079744	Diffuse Large B-Cell Lymphoma
DB00262	carmustine	C0024305	non-Hodgkin lymphoma (NHL)
DB00262	carmustine	C0006118	Brain Neoplasms
DB00262	carmustine	C0009375	Colonic Neoplasms
DB00262	carmustine	C0014474	ependymoma
DB00262	carmustine	C0017636	glioblastoma
DB00262	carmustine	C0024121	Lung Neoplasms
DB00262	carmustine	C0025149	medulloblastoma
DB00262	carmustine	C0025202	melanoma
DB00262	carmustine	C0004114	astrocytoma
DB00264	metoprolol	C0020538	Hypertensive disease
DB00264	metoprolol	C0027051	Myocardial Infarction
DB00264	metoprolol	C0948089	acute coronary syndrome (ACS)
DB00264	metoprolol	C0002962	angina pectoris
DB00266	dicoumarol	C0027051	Myocardial Infarction
DB00266	dicoumarol	C0040038	Thromboembolism
DB00266	dicoumarol	C0040053	thrombosis
DB00266	dicoumarol	C0149871	deep vein thrombosis (DVT)
DB00268	ropinirole	C0030567	Parkinson's Disease
DB00268	ropinirole	C0035258	restless leg syndrome
DB00268	ropinirole	C0013384	Dyskinetic Syndrome
DB00270	isradipine	C0020538	Hypertensive disease
DB00270	isradipine	C0085580	Essential Hypertension
DB00273	topiramate	C0014549	Tonic-Clonic Epilepsy
DB00273	topiramate	C0238111	Lennox-Gastaut Syndrome
DB00273	topiramate	C0234974	Simple Partial Seizures
DB00273	topiramate	C0149931	Migraine Disorders
DB00273	topiramate	C0028754	obesity
DB00273	topiramate	C0037769	Infantile Spasms
DB00273	topiramate	C0014544	epilepsy
DB00275	olmesartan	C0020538	Hypertensive disease
DB00275	olmesartan	C0011881	diabetic nephropathy
DB00275	olmesartan	C0018802	congestive heart failure
DB00275	olmesartan	C0242698	Ventricular Dysfunction, Left
DB00277	Theophylline	C0024115	Lung diseases
DB00277	Theophylline	C0004096	asthma
DB00277	Theophylline	C0034067	Pulmonary Emphysema
DB00277	Theophylline	C0008677	Bronchitis, Chronic
DB00277	Theophylline	C0746102	Chronic Lung Disease
DB00277	Theophylline	C0003578	Apnea
DB00277	Theophylline	C0428977	bradycardia
DB00279	liothyronine	C0010308	Congenital Hypothyroidism
DB00279	liothyronine	C0018021	goiter
DB00279	liothyronine	C0020676	hypothyroidism
DB00279	liothyronine	C0040136	Thyroid Neoplasm
DB00279	liothyronine	C0920350	Autoimmune Thyroiditis
DB00279	liothyronine	C0040156	Thyrotoxicosis
DB00280	disopyramide	C0085612	ventricular arrhythmias
DB00280	disopyramide	C0003811	Cardiac Arrhythmia
DB00280	disopyramide	C0559106	Ventricular Pre-Excitation
DB00280	disopyramide	C0004238	atrial fibrillation (AF)
DB00280	disopyramide	C0004239	Atrial Flutter
DB00280	disopyramide	C0151636	Premature Ventricular Contractions
DB00280	disopyramide	C0042514	ventricular tachycardia (VT)
DB00281	lidocaine	C0085612	ventricular arrhythmias
DB00281	lidocaine	C0033774	Pruritus
DB00281	lidocaine	C0032768	postherpetic neuralgia
DB00281	lidocaine	C0019112	hemorrhoids
DB00281	lidocaine	C0027796	Neuralgia
DB00281	lidocaine	C0003811	Cardiac Arrhythmia
DB00281	lidocaine	C0042514	ventricular tachycardia (VT)
DB00281	lidocaine	C0042510	ventricular fibrillation (VF)
DB00281	lidocaine	C0151636	Premature Ventricular Contractions
DB00281	lidocaine	C0013595	eczema
DB00281	lidocaine	C0019080	hemorrhage
DB00282	pamidronate	C0029401	Osteitis Deformans
DB00282	pamidronate	C0020437	hypercalcemia
DB00282	pamidronate	C0029458	Osteoporosis, Postmenopausal
DB00282	pamidronate	C0026764	multiple myeloma
DB00283	clemastine	C0027424	Nasal congestion (finding)
DB00283	clemastine	C0343065	Symptomatic Dermographism
DB00283	clemastine	C0042109	urticaria
DB00283	clemastine	C2607914	Allergic Rhinitis (Disorder)
DB00283	clemastine	C0033774	Pruritus
DB00283	clemastine	C0020517	Hypersensitivity
DB00283	clemastine	C0002994	angioedema
DB00283	clemastine	C0035457	Rhinitis, Allergic, Perennial
DB00284	acarbose	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00284	acarbose	C0020456	hyperglycemia
DB00284	acarbose	C0011849	diabetes mellitus
DB00285	venlafaxine	C1269683	Major Depressive Disorder
DB00285	venlafaxine	C0030319	panic disorders
DB00285	venlafaxine	C0006142	Malignant Neoplasm Of Breast
DB00286	Conjugated Estrogens	C1384606	dyspareunia
DB00286	Conjugated Estrogens	C0020619	hypogonadism
DB00286	Conjugated Estrogens	C0006142	Malignant Neoplasm Of Breast
DB00286	Conjugated Estrogens	C0029456	osteoporosis
DB00287	travoprost	C0028840	ocular hypertension
DB00287	travoprost	C0017612	Glaucoma, Open-Angle
DB00287	travoprost	C0017601	glaucoma
DB00288	amcinonide	C0011616	contact dermatitis
DB00288	amcinonide	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00288	amcinonide	C0011615	Dermatitis, Atopic
DB00288	amcinonide	C0015230	Exanthema
DB00288	amcinonide	C0024138	Lupus Erythematosus, Discoid
DB00288	amcinonide	C0036508	seborrheic dermatitis
DB00288	amcinonide	C0011603	dermatitis
DB00288	amcinonide	C0015456	Facial Dermatoses
DB00289	atomoxetine	C1263846	attention-deficit/hyperactivity disorder (ADHD)
DB00290	bleomycin	C0007137	squamous cell carcinoma
DB00290	bleomycin	C0024305	non-Hodgkin lymphoma (NHL)
DB00290	bleomycin	C0079744	Diffuse Large B-Cell Lymphoma
DB00290	bleomycin	C0024301	follicular lymphoma
DB00290	bleomycin	C0278996	Cancer Of Head And Neck
DB00290	bleomycin	C1336708	Testicular Germ Cell Tumor
DB00290	bleomycin	C0019829	Hodgkin's lymphoma
DB00290	bleomycin	C0024299	Lymphoma
DB00290	bleomycin	C0025202	melanoma
DB00290	bleomycin	C1261473	Sarcoma
DB00290	bleomycin	C0039590	Testicular Neoplasms
DB00295	Morphine	C0150055	chronic pain
DB00295	Morphine	C0030193	Pain
DB00295	Morphine	C0011991	diarrhea
DB00297	bupivacaine	C0033774	Pruritus
DB00300	tenofovir-disoproxil	C0524909	Hepatitis B, Chronic
DB00302	Tranexamic Acid	C0271578	Female Hypogonadism Syndrome
DB00302	Tranexamic Acid	C0025323	Menorrhagia
DB00302	Tranexamic Acid	C0014175	endometriosis
DB00302	Tranexamic Acid	C0019080	hemorrhage
DB00302	Tranexamic Acid	C0005779	Blood Coagulation Disorders
DB00302	Tranexamic Acid	C0038525	Subarachnoid Hemorrhage
DB00306	Talbutal	C0917801	Sleeplessness
DB00307	bexarotene	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00307	bexarotene	C0596263	Carcinogenesis
DB00307	bexarotene	C0011849	diabetes mellitus
DB00309	vindesine	C0023473	chronic myeloid leukemia (CML)
DB00309	vindesine	C0025202	melanoma
DB00309	vindesine	C0023449	Acute Lymphocytic Leukemia
DB00309	vindesine	C0085669	Acute Leukemia
DB00309	vindesine	C0019829	Hodgkin's lymphoma
DB00309	vindesine	C0024299	Lymphoma
DB00310	chlorthalidone	C0013604	edema
DB00310	chlorthalidone	C0020538	Hypertensive disease
DB00310	chlorthalidone	C0018802	congestive heart failure
DB00310	chlorthalidone	C0027726	nephrotic syndrome
DB00310	chlorthalidone	C0023890	hepatic cirrhosis
DB00310	chlorthalidone	C0022661	chronic renal failure
DB00312	Pentobarbital	C0014544	epilepsy
DB00312	Pentobarbital	C0038220	status epilepticus
DB00312	Pentobarbital	C0917798	Cerebral Ischemia
DB00312	Pentobarbital	C0917801	Sleeplessness
DB00313	Valproic Acid	C0014544	epilepsy
DB00313	Valproic Acid	C0014553	Absence Epilepsy
DB00313	Valproic Acid	C0002395	Alzheimer's disease
DB00313	Valproic Acid	C0085417	Epilepsy, Complex Partial
DB00313	Valproic Acid	C0036572	seizures
DB00315	zolmitriptan	C0149931	Migraine Disorders
DB00316	paracetamol	C0030193	Pain
DB00316	paracetamol	C0004604	Back Pain
DB00316	paracetamol	C0149931	Migraine Disorders
DB00316	paracetamol	C0003862	joint pain
DB00316	paracetamol	C0015967	fever
DB00316	paracetamol	C2607914	Allergic Rhinitis (Disorder)
DB00316	paracetamol	C0003864	Arthritis
DB00316	paracetamol	C0013390	Dysmenorrhea
DB00317	gefitinib	C0007131	Non-Small Cell Lung Carcinoma
DB00317	gefitinib	C0024121	Lung Neoplasms
DB00318	Codeine	C0010200	Coughing
DB00318	Codeine	C0015967	fever
DB00318	Codeine	C0027424	Nasal congestion (finding)
DB00318	Codeine	C0035455	Rhinitis
DB00318	Codeine	C0030193	Pain
DB00318	Codeine	C2607914	Allergic Rhinitis (Disorder)
DB00320	dihydroergotamine	C0149931	Migraine Disorders
DB00321	amitriptyline	C0338908	Mixed anxiety and depressive disorder
DB00321	amitriptyline	C0011581	Depressive disorder
DB00322	floxuridine	C0009404	Colorectal Neoplasms
DB00322	floxuridine	C0038356	Stomach Neoplasms
DB00322	floxuridine	C1527249	colorectal cancer
DB00323	Tolcapone	C0030567	Parkinson's Disease
DB00323	Tolcapone	C0013384	Dyskinetic Syndrome
DB00324	fluorometholone	C0042164	Uveitis
DB00324	fluorometholone	C0022073	Iridocyclitis
DB00324	fluorometholone	C0010043	Corneal Ulcer
DB00324	fluorometholone	C0035854	rosacea
DB00324	fluorometholone	C0005741	blepharitis
DB00324	fluorometholone	C0020517	Hypersensitivity
DB00324	fluorometholone	C0702166	Acne
DB00325	Nitroprusside	C0020538	Hypertensive disease
DB00325	Nitroprusside	C0020546	Hypertensive Crisis
DB00327	Hydromorphone	C0010200	Coughing
DB00327	Hydromorphone	C0030193	Pain
DB00328	indomethacin	C0003873	rheumatoid arthritis
DB00328	indomethacin	C0038013	ankylosing spondylitis
DB00328	indomethacin	C0013274	patent ductus arteriosus (PDA)
DB00328	indomethacin	C0039103	Synovitis
DB00328	indomethacin	C0029408	osteoarthritis
DB00328	indomethacin	C0018099	gout
DB00328	indomethacin	C0022876	Premature Obstetric Labor
DB00328	indomethacin	C0003868	Arthritis, Gouty
DB00331	metformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00331	metformin	C0020456	hyperglycemia
DB00331	metformin	C0011849	diabetes mellitus
DB00332	ipratropium	C2607914	Allergic Rhinitis (Disorder)
DB00332	ipratropium	C0024117	Chronic Obstructive Airway Disease
DB00332	ipratropium	C0034067	Pulmonary Emphysema
DB00332	ipratropium	C0008677	Bronchitis, Chronic
DB00332	ipratropium	C0004096	asthma
DB00332	ipratropium	C0035457	Rhinitis, Allergic, Perennial
DB00332	ipratropium	C0003811	Cardiac Arrhythmia
DB00334	olanzapine	C0005587	Depression, Bipolar
DB00334	olanzapine	C1269683	Major Depressive Disorder
DB00334	olanzapine	C0036341	schizophrenia
DB00334	olanzapine	C0005586	bipolar disorder
DB00335	atenolol-(+/-)	C0027051	Myocardial Infarction
DB00335	atenolol-(+/-)	C0002962	angina pectoris
DB00335	atenolol-(+/-)	C0020538	Hypertensive disease
DB00335	atenolol-(+/-)	C0003811	Cardiac Arrhythmia
DB00335	atenolol-(+/-)	C0004238	atrial fibrillation (AF)
DB00335	atenolol-(+/-)	C0004239	Atrial Flutter
DB00335	atenolol-(+/-)	C0018802	congestive heart failure
DB00335	atenolol-(+/-)	C0039240	Supraventricular Tachycardia
DB00335	atenolol-(+/-)	C0042514	ventricular tachycardia (VT)
DB00335	atenolol-(+/-)	C0042510	ventricular fibrillation (VF)
DB00338	omeprazole	C0043515	Zollinger-Ellison syndrome
DB00338	omeprazole	C0014869	Peptic Esophagitis
DB00338	omeprazole	C0017168	gastroesophageal reflux disease (GERD)
DB00338	omeprazole	C0030920	Peptic Ulcer
DB00338	omeprazole	C0038358	Gastric Ulcer
DB00338	omeprazole	C0013295	Duodenal Ulcer
DB00338	omeprazole	C0041582	Ulcer
DB00338	omeprazole	C0017181	Gastrointestinal Hemorrhage
DB00338	omeprazole	C0014868	Esophagitis
DB00338	omeprazole	C0018834	heartburn
DB00339	pyrazinamide	C0041296	tuberculosis
DB00340	metixene	C0242422	Parkinsonian Disorders
DB00340	metixene	C0030567	Parkinson's Disease
DB00341	cetirizine	C0018621	Hay Fever
DB00341	cetirizine	C2607914	Allergic Rhinitis (Disorder)
DB00341	cetirizine	C0027424	Nasal congestion (finding)
DB00341	cetirizine	C0020517	Hypersensitivity
DB00341	cetirizine	C0035457	Rhinitis, Allergic, Perennial
DB00341	cetirizine	C0042109	urticaria
DB00343	diltiazem	C0020538	Hypertensive disease
DB00343	diltiazem	C0030590	Paroxysmal Supraventricular Tachycardia
DB00343	diltiazem	C0002962	angina pectoris
DB00343	diltiazem	C0004238	atrial fibrillation (AF)
DB00343	diltiazem	C0004239	Atrial Flutter
DB00343	diltiazem	C0027051	Myocardial Infarction
DB00343	diltiazem	C0039240	Supraventricular Tachycardia
DB00344	protriptyline	C0011581	Depressive disorder
DB00347	trimethadione	C0014544	epilepsy
DB00347	trimethadione	C0014553	Absence Epilepsy
DB00347	trimethadione	C0036572	seizures
DB00348	nitisinone	C0268490	Tyrosinemia, Type I
DB00348	nitisinone	C0268483	tyrosinemia
DB00349	clobazam	C0238111	Lennox-Gastaut Syndrome
DB00349	clobazam	C0014544	epilepsy
DB00349	clobazam	C0036572	seizures
DB00350	minoxidil	C0020538	Hypertensive disease
DB00350	minoxidil	C0002170	Alopecia
DB00350	minoxidil	C0020540	Malignant Hypertension
DB00351	megestrol acetate	C0476089	Endometrial Carcinoma
DB00351	megestrol acetate	C0003123	anorexia
DB00351	megestrol acetate	C0678222	Breast Carcinoma
DB00352	thioguanine	C0023467	Leukemia, Myelocytic, Acute
DB00352	thioguanine	C0023437	Acute Basophilic Leukemia
DB00352	thioguanine	C0023481	Chronic Neutrophilic Leukemia
DB00352	thioguanine	C0033860	psoriasis
DB00356	chlorzoxazone	C0026838	Muscle Spasticity
DB00356	chlorzoxazone	C0027121	Myositis
DB00357	aminoglutethimide	C0010481	Cushing's syndrome
DB00357	aminoglutethimide	C1458155	Mammary Neoplasms
DB00357	aminoglutethimide	C0027661	Neoplasms, Hormone-Dependent
DB00357	aminoglutethimide	C0033578	Prostatic Neoplasms
DB00360	sapropterin	C0751434	Classical phenylketonuria
DB00360	sapropterin	C0751435	hyperphenylalaninemia (HPA)
DB00361	vinorelbine	C0007131	Non-Small Cell Lung Carcinoma
DB00361	vinorelbine	C1458155	Mammary Neoplasms
DB00361	vinorelbine	C0019829	Hodgkin's lymphoma
DB00361	vinorelbine	C0919267	Ovarian Neoplasm
DB00363	clozapine	C3544321	Treatment-resistant schizophrenia
DB00363	clozapine	C0036341	schizophrenia
DB00364	sucralfate	C0013295	Duodenal Ulcer
DB00364	sucralfate	C0038358	Gastric Ulcer
DB00364	sucralfate	C0041582	Ulcer
DB00364	sucralfate	C0014868	Esophagitis
DB00364	sucralfate	C0017152	gastritis
DB00364	sucralfate	C0032285	pneumonia
DB00364	sucralfate	C0038362	Stomatitis
DB00364	sucralfate	C0030920	Peptic Ulcer
DB00364	sucralfate	C0017168	gastroesophageal reflux disease (GERD)
DB00366	doxylamine	C0033774	Pruritus
DB00366	doxylamine	C0018621	Hay Fever
DB00366	doxylamine	C0027424	Nasal congestion (finding)
DB00366	doxylamine	C0042109	urticaria
DB00366	doxylamine	C2607914	Allergic Rhinitis (Disorder)
DB00366	doxylamine	C0343065	Symptomatic Dermographism
DB00366	doxylamine	C0020517	Hypersensitivity
DB00366	doxylamine	C0035457	Rhinitis, Allergic, Perennial
DB00366	doxylamine	C0021603	Sleep Initiation And Maintenance Disorders
DB00367	levonorgestrel	C0025323	Menorrhagia
DB00368	norepinephrine	C0004096	asthma
DB00368	norepinephrine	C0020649	hypotension
DB00368	norepinephrine	C0006267	Bronchiectasis
DB00368	norepinephrine	C0034067	Pulmonary Emphysema
DB00368	norepinephrine	C0030567	Parkinson's Disease
DB00368	norepinephrine	C0036983	Septic Shock
DB00368	norepinephrine	C0042109	urticaria
DB00368	norepinephrine	C0018681	headache
DB00368	norepinephrine	C0085159	seasonal affective disorder
DB00370	mirtazapine	C1269683	Major Depressive Disorder
DB00371	meprobamate	C0003467	anxiety
DB00373	timolol	C0028840	ocular hypertension
DB00373	timolol	C0017612	Glaucoma, Open-Angle
DB00373	timolol	C0020538	Hypertensive disease
DB00373	timolol	C0149931	Migraine Disorders
DB00373	timolol	C0027051	Myocardial Infarction
DB00373	timolol	C0003811	Cardiac Arrhythmia
DB00373	timolol	C0018802	congestive heart failure
DB00373	timolol	C0017601	glaucoma
DB00374	Treprostinil	C2973725	pulmonary arterial hypertension (PAH)
DB00374	Treprostinil	C0020542	Pulmonary Hypertension
DB00374	Treprostinil	C0040053	thrombosis
DB00376	trihexyphenidyl	C0015371	Extrapyramidal Disorders
DB00376	trihexyphenidyl	C0242422	Parkinsonian Disorders
DB00376	trihexyphenidyl	C0030567	Parkinson's Disease
DB00376	trihexyphenidyl	C0013384	Dyskinetic Syndrome
DB00377	palonosetron	C0027497	nausea
DB00377	palonosetron	C0042963	vomiting
DB00379	mexiletine	C0085612	ventricular arrhythmias
DB00379	mexiletine	C0003811	Cardiac Arrhythmia
DB00379	mexiletine	C0151636	Premature Ventricular Contractions
DB00379	mexiletine	C0042514	ventricular tachycardia (VT)
DB00379	mexiletine	C0042510	ventricular fibrillation (VF)
